iter	RMSE
882	14858.73641
883	14858.10046
884	14855.72302
885	14852.2063
886	14850.00514
887	14847.10146
888	14843.81186
889	14840.34289
890	14838.19075
891	14835.84706
892	14832.92578
893	14831.03329
894	14828.69392
895	14826.64797
896	14824.14055
897	14821.4792
898	14819.69103
899	14815.29267
900	14813.59306
901	14811.76767
902	14808.72014
903	14806.01557
904	14803.33903
905	14800.46277
906	14797.26501
907	14793.71433
908	14791.632
909	14789.0244
910	14786.29283
911	14783.3567
912	14780.67319
913	14778.66779
914	14777.06056
915	14775.28386
916	14772.50023
917	14770.03573
918	14767.19681
919	14764.33537
920	14762.78113
921	14760.35067
922	14758.39088
923	14756.60048
924	14754.5939
925	14751.52185
926	14748.95277
927	14746.62685
928	14744.20154
929	14741.6864
930	14738.45256
931	14736.22046
932	14734.64076
933	14732.73295
934	14731.35786
935	14729.45011
936	14726.2878
937	14723.68599
938	14721.44009
939	14718.99306
940	14715.9697
941	14712.78823
942	14709.34873
943	14707.22067
944	14704.77584
945	14701.25467
946	14696.21512
947	14695.68106
948	14693.08796
949	14691.64065
950	14690.91916
951	14689.05144
952	14686.61196
953	14685.16246
954	14683.26588
955	14681.60366
956	14680.88277
957	14678.57003
958	14674.65407
959	14672.17723
960	14669.89626
961	14666.81536
962	14664.8922
963	14663.19521
964	14661.51091
965	14659.80779
966	14657.95158
967	14654.24391
968	14652.10359
969	14650.0238
970	14648.34952
971	14645.83372
972	14644.11855
973	14643.10818
974	14641.10466
975	14638.95902
976	14636.1667
977	14634.17373
978	14631.1511
979	14629.01108
980	14627.41061
981	14625.5375
982	14622.85853
983	14621.59508
984	14619.79965
985	14617.12453
986	14614.44242
987	14611.64852
988	14609.5185
989	14608.60632
990	14606.63752
991	14603.50159
992	14601.70086
993	14599.51921
994	14597.38763
995	14594.55133
996	14592.62508
997	14591.03828
998	14590.31365
999	14587.2616
