iter	Passed	Remaining
158	101690	537871
159	102339	537284
160	102995	536728
161	103666	536250
162	104321	535689
163	105090	535706
164	105602	534415
165	106162	533371
166	106795	532699
167	107366	531720
168	107974	530926
169	108584	530148
170	109268	529728
171	109775	528452
172	110465	528064
173	111028	527064
174	111719	526678
175	112382	526154
176	112982	525334
177	113661	524885
178	114226	523911
179	114936	523597
180	115470	522488
181	116189	522212
182	116946	522105
183	117756	522222
184	118328	521286
185	119015	520854
186	119667	520265
187	120391	519990
188	121044	519403
189	121793	519224
190	122354	518245
191	123023	517723
192	123714	517295
193	124443	517017
194	124991	515989
195	125628	515333
196	126258	514648
197	126888	513963
198	127632	513734
199	128373	513492
200	129047	512981
201	129793	512747
202	130419	512039
203	130919	510841
204	131611	510396
205	132186	509494
206	132817	508811
207	133410	507986
208	134136	507665
209	134836	507243
210	135447	506483
211	136040	505660
212	136625	504810
213	137247	504096
214	137848	503308
215	138548	502881
216	139238	502412
217	139831	501595
218	140318	500406
219	140898	499549
220	141427	498517
221	142070	497886
222	142679	497138
223	143362	496648
224	144027	496095
225	144631	495330
226	145206	494470
227	145728	493431
228	146197	492220
229	146669	491025
230	147253	490206
231	147938	489727
232	148562	489045
233	149365	488948
234	150040	488431
235	150595	487519
236	151073	486368
237	151596	485363
238	152225	484701
239	152693	483529
240	153338	482921
241	153914	482096
242	154631	481713
243	155175	480790
244	155788	480081
245	156356	479238
246	156887	478285
247	157526	477660
248	158119	476897
249	158683	476051
250	159283	475311
251	159871	474538
252	160410	473622
253	161129	473239
254	161747	472557
255	162328	471768
256	163044	471370
257	163723	470864
258	164310	470092
259	165041	469732
260	165519	468655
261	166147	468002
262	166867	467610
263	167322	466475
264	168034	466057
265	168536	465058
266	169073	464161
267	169675	463441
268	170260	462677
269	170874	461995
270	171347	460931
271	172024	460419
272	172521	459425
273	173066	458564
274	173714	457975
275	174400	457485
276	175186	457255
277	175702	456321
278	176410	455884
279	177044	455256
280	177640	454533
281	178194	453702
282	178804	453013
283	179402	452296
284	180019	451628
285	180725	451183
286	181664	451313
287	182411	450960
288	183066	450381
289	183549	449380
290	184013	448334
291	184625	447654
292	185120	446689
293	185753	446062
294	186266	445145
295	186926	444581
296	187484	443776
297	188137	443195
298	188865	442790
299	189593	442385
300	190290	441903
301	191030	441519
302	191656	440873
303	192157	439938
304	192860	439469
305	193427	438687
306	194081	438106
307	194704	437453
308	195396	436954
309	195896	436028
310	196377	435061
311	197040	434499
312	197674	433872
313	198427	433507
314	199087	432937
315	199756	432385
316	200293	431547
317	200774	430592
318	201357	429856
319	201999	429248
320	202622	428600
321	203198	427853
322	203889	427346
323	204494	426661
324	205257	426304
325	205721	425326
326	206199	424380
327	206945	423985
328	207626	423457
329	208233	422777
330	208778	421973
331	209265	421052
332	209815	420260
333	210531	419803
334	211048	418946
335	211527	418019
336	212146	417367
337	212898	416979
338	213756	416793
339	214673	416718
340	215354	416184
341	215864	415318
342	216480	414657
343	216978	413772
344	217459	412858
345	218020	412096
346	218612	411394
347	219262	410802
348	219832	410060
349	220380	409278
350	221067	408755
351	221725	408176
352	222341	407520
353	222896	406753
354	223481	406044
355	224016	405243
356	224528	404402
357	225081	403637
358	225702	402995
359	226166	402073
360	226816	401483
361	227323	400642
362	228113	400297
363	228616	399451
364	229267	398862
365	229888	398221
366	230408	397407
367	231045	396796
368	231639	396109
369	232195	395359
370	232884	394837
371	233472	394141
372	234103	393519
373	234876	393136
374	235491	392485
375	236220	392025
376	236708	391165
377	237236	390373
378	237977	389930
379	238680	389425
380	239167	388568
381	239789	387931
382	240499	387437
383	240978	386569
384	241598	385930
385	242091	385087
386	242707	384444
387	243258	383695
388	243826	382977
389	244559	382516
390	245020	381629
391	245615	380955
392	246344	380486
393	247088	380039
394	247617	379262
395	248084	378390
396	248689	377731
397	249412	377251
398	250054	376648
399	250668	376002
400	251258	375320
401	251758	374506
402	252400	373903
403	253124	373421
404	253828	372909
405	254382	372175
406	254975	371499
407	255491	370713
408	256167	370158
409	256855	369621
410	257487	369002
411	258181	368472
412	258670	367650
413	259294	367020
414	260008	366517
415	260680	365955
416	261376	365425
417	261990	364780
418	262555	364068
419	263193	363457
420	263868	362897
421	264623	362447
422	265236	361800
423	265922	361253
424	266496	360554
425	267172	359992
426	267883	359478
427	268307	358579
428	268783	357751
429	269346	357040
430	269929	356356
431	270541	355712
432	271269	355218
433	271865	354552
434	272396	353802
435	272953	353086
436	273614	352505
437	274046	351630
438	274710	351053
439	275411	350523
440	276148	350038
441	276676	349288
442	277307	348668
443	277825	347907
444	278728	347627
445	279505	347188
446	280322	346797
447	280956	346178
448	281510	345461
449	282202	344914
450	282723	344157
451	283311	343484
452	283853	342755
453	284488	342137
454	285165	341571
455	285655	340782
456	286202	340060
457	286792	339391
458	287505	338868
459	287991	338076
460	288511	337327
461	289179	336750
462	289830	336152
463	290517	335597
464	291195	335031
465	291849	334437
466	292573	333921
467	293203	333299
468	293816	332657
469	294473	332065
470	295096	331435
471	295720	330805
472	296311	330139
473	296814	329376
474	297578	328902
475	298219	328291
476	298803	327618
477	299412	326973
478	299954	326255
479	300585	325634
480	301271	325072
481	301967	324521
482	302626	323928
483	303210	323257
484	303867	322663
485	304619	322169
486	305220	321515
487	305644	320676
488	306283	320062
489	307031	319563
490	307556	318831
491	308305	318331
492	308997	317772
493	309656	317178
494	310178	316444
495	311061	316078
496	311938	315704
497	312515	315026
498	313233	314488
499	313906	313906
500	314523	313267
501	315005	312495
502	315719	311953
503	316183	311164
504	316841	310567
505	317499	309969
506	317994	309213
507	318703	308665
508	319318	308026
509	320053	307501
510	320540	306739
511	321004	305957
512	321707	305403
513	322273	304717
514	322907	304097
515	323559	303493
516	324262	302937
517	324828	302253
518	325350	301528
519	326034	300954
520	326557	300232
521	327094	299523
522	327606	298792
523	328091	298037
524	328697	297393
525	329237	296689
526	329787	295994
527	330476	295426
528	331159	294851
529	331862	294293
530	332537	293710
531	333121	293046
532	333574	292268
533	334104	291559
534	334757	290957
535	335295	290255
536	335988	289688
537	336542	289001
538	337024	288252
539	337555	287546
540	338252	286983
541	338672	286184
542	339290	285553
543	339760	284799
544	340360	284154
545	341076	283605
546	341566	282869
547	342095	282166
548	342918	281705
549	343694	281204
550	344541	280760
551	345166	280135
552	345869	279572
553	346457	278916
554	347000	278225
555	347644	277615
556	348145	276891
557	348761	276259
558	349378	275627
559	349980	274984
560	350668	274409
561	351243	273745
562	351763	273038
563	352233	272293
564	352889	271693
565	353445	271016
566	354169	270468
567	354809	269855
568	355288	269120
569	355947	268521
570	356608	267924
571	357115	267212
572	357741	266589
573	358368	265966
574	359026	265367
575	359718	264792
576	360356	264178
577	360863	263467
578	361476	262835
579	362151	262247
580	362809	261647
581	363450	261035
582	364140	260456
583	364700	259786
584	365159	259044
585	365742	258391
586	366269	257698
587	366940	257108
588	367604	256511
589	368065	255774
590	368663	255132
591	369316	254528
592	369728	253759
593	370375	253152
594	370862	252435
595	371415	251764
596	372065	251159
597	372709	250550
598	373215	249848
599	373891	249261
600	374633	248716
601	375433	248210
602	376048	247580
603	376790	247034
604	377407	246406
605	378046	245792
606	378691	245182
607	379397	244611
608	379979	243960
609	380598	243333
610	381102	242633
611	381751	242025
612	382481	241468
613	383169	240885
614	383822	240279
615	384485	239679
616	385194	239107
617	385847	238501
618	386443	237859
619	387019	237205
620	387622	236568
621	388279	235963
622	388930	235355
623	389642	234784
624	390081	234049
625	390822	233494
626	391391	232837
627	391982	232193
628	392656	231598
629	393336	231006
630	393849	230317
631	394508	229713
632	395179	229116
633	395900	228548
634	396606	227970
635	397100	227271
636	397584	226567
637	398263	225974
638	398904	225359
639	399456	224694
640	399949	223996
641	400654	223418
642	401315	222814
643	401879	222156
644	402512	221537
645	403195	220946
646	403885	220357
647	404604	219785
648	405286	219192
649	405964	218596
650	406444	217894
651	406946	217204
652	407755	216678
653	408555	216147
654	409230	215548
655	409727	214857
656	410438	214277
657	410982	213610
658	411621	212993
659	412037	212261
660	412712	211663
661	413232	210985
662	413900	210383
663	414574	209784
664	415243	209182
665	415931	208590
666	416524	207949
667	417146	207324
668	417764	206696
669	418475	206114
670	419167	205523
671	419664	204836
672	420367	204249
673	420971	203615
674	421656	203019
675	422348	202427
676	422864	201750
677	423360	201065
678	423937	200418
679	424448	199740
680	425110	199134
681	425673	198480
682	426430	197918
683	427154	197340
684	427834	196741
685	428544	196155
686	429226	195557
687	429905	194956
688	430605	194366
689	431085	193676
690	431761	193074
691	432492	192496
692	432974	191808
693	433681	191219
694	434381	190628
695	435167	190073
696	435639	189381
697	436368	188801
698	436900	188135
699	437561	187526
700	438236	186922
701	438689	186224
702	439384	185628
703	440284	185119
704	441121	184582
705	441703	183938
706	442284	183294
707	442876	182655
708	443603	182071
709	444099	181392
710	444739	180773
711	445377	180152
712	445966	179512
713	446580	178882
714	447339	178310
715	447984	177692
716	448670	177090
717	449268	176453
718	449920	175838
719	450627	175243
720	451315	174642
721	451871	173989
722	452551	173384
723	453093	172726
724	453663	172079
725	454243	171436
726	454916	170828
727	455571	170213
728	456082	169545
729	456758	168937
730	457437	168331
731	458142	167735
732	458741	167099
733	459277	166441
734	459784	165772
735	460349	165125
736	460882	164467
737	461507	163841
738	462133	163216
739	462788	162601
740	463309	161939
741	464014	161341
742	464762	160759
743	465396	160136
744	466045	159518
745	466541	158849
746	467251	158252
747	467791	157598
748	468309	156936
749	468915	156305
750	469521	155673
751	470163	155053
752	470754	154417
753	471226	153742
754	471792	153098
755	472665	152553
756	473371	151954
757	474097	151360
758	474861	150779
759	475549	150173
760	476234	149566
761	476852	148938
762	477468	148309
763	477963	147643
764	478647	147035
765	479186	146383
766	479839	145765
767	480472	145142
768	481068	144508
769	481735	143894
770	482413	143284
771	482881	142612
772	483518	141990
773	484000	141323
774	484507	140663
775	485113	140032
776	485779	139419
777	486475	138814
778	487113	138192
779	487809	137587
780	488587	137004
781	489292	136401
782	489876	135764
783	490593	135163
784	491226	134539
785	491912	133930
786	492607	133323
787	493082	132656
788	493754	132043
789	494376	131416
790	494969	130782
791	495643	130168
792	496188	129521
793	496808	128894
794	497549	128298
795	498216	127683
796	498714	127025
797	499323	126395
798	499881	125752
799	500503	125125
800	501084	124489
801	501614	123840
802	502296	123228
803	503012	122624
804	503619	121994
805	504478	121425
806	505103	120799
807	505868	120206
808	506523	119587
809	507172	118966
810	507761	118331
811	508471	117724
812	509128	117105
813	509637	116452
814	510306	115836
815	511049	115236
816	511804	114639
817	512498	114027
818	513193	113416
819	513842	112794
820	514540	112183
821	515119	111546
822	515691	110908
823	516317	110281
824	516855	109635
825	517466	109006
826	518076	108376
827	518825	107775
828	519532	107165
829	520261	106559
830	520861	105927
831	521449	105292
832	522125	104675
833	522817	104061
834	523359	103418
835	524051	102804
836	524589	102160
837	525153	101521
838	525856	100909
839	526479	100281
840	527111	99655
841	527778	99036
842	528415	98411
843	529119	97799
844	529716	97166
845	530413	96552
846	531059	95929
847	531780	95319
848	532272	94668
849	532896	94040
850	533467	93403
851	534177	92791
852	534819	92167
853	535391	91530
854	536064	90911
855	536844	90310
856	537650	89712
857	538365	89100
858	538935	88463
859	539538	87831
860	540059	87187
861	540538	86536
862	541097	85898
863	541734	85273
864	542404	84652
865	543090	84034
866	543830	83424
867	544536	82809
868	545234	82193
869	545890	81569
870	546391	80923
871	546938	80284
872	547532	79652
873	548035	79007
874	548649	78378
875	549351	77762
876	549843	77115
877	550634	76511
878	551302	75890
879	552031	75277
880	552658	74649
881	553299	74024
882	554010	73407
883	554445	72755
884	555152	72138
885	555732	71505
886	556398	70882
887	557058	70259
888	557785	69644
889	558509	69029
890	558967	68381
891	559633	67758
892	560325	67138
893	560950	66510
894	561625	65888
895	562293	65266
896	562945	64641
897	563625	64019
898	564236	63390
899	565039	62782
900	565731	62161
901	566227	61519
902	567006	60907
903	567677	60284
904	568186	59643
905	568982	59033
906	569914	58436
907	570778	57832
908	571261	57188
909	571898	56561
910	572629	55942
911	573159	55304
912	573816	54679
913	574451	54051
914	575078	53422
915	575585	52782
916	576291	52161
917	576957	51536
918	577504	50900
919	578161	50274
920	578787	49646
921	579289	49007
922	579904	48377
923	580461	47743
924	581096	47115
925	581780	46492
926	582368	45860
927	582843	45220
928	583440	44590
929	584102	43964
930	584629	43329
931	585281	42702
932	585918	42075
933	586420	41438
934	586908	40801
935	587503	40171
936	588206	39548
937	588867	38923
938	589508	38296
939	590129	37667
940	590660	37033
941	591370	36411
942	592127	35791
943	592638	35156
944	593267	34528
945	593931	33903
946	594698	33283
947	595137	32644
948	595796	32018
949	596346	31386
950	596820	30750
951	597387	30120
952	598072	29495
953	598540	28860
954	599095	28229
955	599598	27596
956	600066	26962
957	600748	26337
958	601342	25709
959	602004	25083
960	602853	24465
961	603562	23841
962	604305	23218
963	604859	22588
964	605484	21960
965	605996	21329
966	606644	20702
967	607182	20072
968	607865	19446
969	608392	18816
970	609025	18189
971	609710	17563
972	610283	16934
973	610732	16302
974	611340	15675
975	611973	15048
976	612496	14419
977	613159	13792
978	613845	13167
979	614488	12540
980	615168	11914
981	615840	11288
982	616524	10662
983	617063	10033
984	617666	9406
985	618333	8779
986	619009	8153
987	619684	7526
988	620347	6899
989	620860	6271
990	621523	5644
991	622068	5016
992	622584	4388
993	623294	3762
994	623965	3135
995	624631	2508
996	625137	1881
997	625621	1253
998	626121	626
999	626672	0
